"","CodeEtab","Commune","CodeMat","Matiere","TypeEtab","NomEtab","Barre","ville","etablissement","effectif_presents_serie_l","effectif_presents_serie_es","effectif_presents_serie_s","effectif_presents_serie_stg","effectif_presents_serie_sti","effectif_presents_serie_stl","effectif_presents_serie_st2s","effectif_presents_serie_musiq_danse","effectif_presents_serie_hotellerie","effectif_presents_total_series","taux_brut_de_reussite_serie_l","taux_brut_de_reussite_serie_es","taux_brut_de_reussite_serie_s","taux_brut_de_reussite_serie_stg","taux_brut_de_reussite_serie_sti","taux_brut_de_reussite_serie_stl","taux_brut_de_reussite_serie_st2s","taux_brut_de_reussite_serie_musiq_danse","taux_brut_de_reussite_serie_hotellerie","taux_brut_de_reussite_total_series","taux_reussite_attendu_acad_serie_l","taux_reussite_attendu_acad_serie_es","taux_reussite_attendu_acad_serie_s","taux_reussite_attendu_acad_serie_stg","taux_reussite_attendu_acad_serie_sti","taux_reussite_attendu_acad_serie_stl","taux_reussite_attendu_acad_serie_st2s","taux_reussite_attendu_acad_serie_musiq_danse","taux_reussite_attendu_acad_serie_hotellerie","taux_reussite_attendu_acad_total_series","taux_reussite_attendu_france_serie_l","taux_reussite_attendu_france_serie_es","taux_reussite_attendu_france_serie_s","taux_reussite_attendu_france_serie_stg","taux_reussite_attendu_france_serie_sti","taux_reussite_attendu_france_serie_stl","taux_reussite_attendu_france_serie_st2s","taux_reussite_attendu_france_serie_musiq_danse","taux_reussite_attendu_france_serie_hotellerie","taux_reussite_attendu_france_total_series","sructure_pedagogique_en_5_groupes","bachel_sort_2de_1re_term_etab","bachel_sort_terminales_etab","bachel_sort_2de_1re_term_acad","bachel_sort_terminales_acad","bachel_sort_2de_1re_term_france","bachel_sort_terminales_france","effectif_de_seconde","effectif_de_premiere","taux_acces_brut_seconde_bac","taux_acces_attendu_acad_seconde_bac","taux_acces_attendu_france_seconde_bac","taux_acces_brut_premiere_bac","taux_acces_attendu_acad_premiere_bac","taux_acces_attendu_france_premiere_bac"
"415","0782567S","VERSAILLES","E0030","EDUCATION","LYC","MARIE CURIE",268,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"416","0782567S","VERSAILLES","L1600","S. V. T.","LYC","MARIE CURIE",263,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"417","0782567S","VERSAILLES","L8012","ECO.GE.FIN","LYC","MARIE CURIE",28,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"418","0782567S","VERSAILLES","L1100","SC.ECO.SOC","LYC","MARIE CURIE",1058,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"419","0782567S","VERSAILLES","L1300","MATHS","LYC","MARIE CURIE",165,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"420","0782567S","VERSAILLES","L1500","PHY.CHIMIE","LYC","MARIE CURIE",233.2,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"421","0782567S","VERSAILLES","L0422","ANGLAIS","LYC","MARIE CURIE",425.2,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"422","0782567S","VERSAILLES","L1000","HIST. GEO.","LYC","MARIE CURIE",297,"VERSAILLES","LYCEE MARIE CURIE",NA,154,NA,146,NA,53,77,NA,NA,430,".","96",".","87",".","100","94",".",".",93,".","95",".","93",".","96","90",".",".","93",".","95",".","93",".","95","90",".",".","93",2,NA,NA,NA,NA,NA,NA,299,389,67,71,68,91,"87","84"
"423","0782568T","LE VESINET","L1300","MATHS","LYC","ALAIN",285,"LE VESINET","LYCEE ALAIN",44,119,174,28,NA,NA,NA,NA,NA,365,"84","92","93","89",".",".",".",".",".",91,"91","96","97","93",".",".",".",".",".","95","91","96","97","92",".",".",".",".",".","95",2,NA,NA,NA,NA,NA,NA,404,359,76,78,78,88,"91","91"
"424","0782568T","LE VESINET","L0426","ESPAGNOL","LYC","ALAIN",190,"LE VESINET","LYCEE ALAIN",44,119,174,28,NA,NA,NA,NA,NA,365,"84","92","93","89",".",".",".",".",".",91,"91","96","97","93",".",".",".",".",".","95","91","96","97","92",".",".",".",".",".","95",2,NA,NA,NA,NA,NA,NA,404,359,76,78,78,88,"91","91"
"425","0782568T","LE VESINET","L1600","S. V. T.","LYC","ALAIN",263,"LE VESINET","LYCEE ALAIN",44,119,174,28,NA,NA,NA,NA,NA,365,"84","92","93","89",".",".",".",".",".",91,"91","96","97","93",".",".",".",".",".","95","91","96","97","92",".",".",".",".",".","95",2,NA,NA,NA,NA,NA,NA,404,359,76,78,78,88,"91","91"
"426","0782587N","VILLIERS-SAINT-FREDERIC","P2100","G.IND.BOIS","LYC","VIOLLET-LE-DUC",42,"VILLIERS ST FREDERIC","LYCEE VIOLLET-LE-DUC",24,58,86,NA,31,NA,NA,NA,NA,199,"79","91","90",".","94",".",".",".",".",89,"88","90","92",".","92",".",".",".",".","91","92","92","93",".","91",".",".",".",".","92",3,NA,NA,NA,NA,NA,NA,241,187,74,74,70,90,"89","89"
"427","0782587N","VILLIERS-SAINT-FREDERIC","L7100","BIOCH.BIOL","LYC","VIOLLET-LE-DUC",434.2,"VILLIERS ST FREDERIC","LYCEE VIOLLET-LE-DUC",24,58,86,NA,31,NA,NA,NA,NA,199,"79","91","90",".","94",".",".",".",".",89,"88","90","92",".","92",".",".",".",".","91","92","92","93",".","91",".",".",".",".","92",3,NA,NA,NA,NA,NA,NA,241,187,74,74,70,90,"89","89"
"428","0782587N","VILLIERS-SAINT-FREDERIC","E0030","EDUCATION","LYC","VIOLLET-LE-DUC",258,"VILLIERS ST FREDERIC","LYCEE VIOLLET-LE-DUC",24,58,86,NA,31,NA,NA,NA,NA,199,"79","91","90",".","94",".",".",".",".",89,"88","90","92",".","92",".",".",".",".","91","92","92","93",".","91",".",".",".",".","92",3,NA,NA,NA,NA,NA,NA,241,187,74,74,70,90,"89","89"
"429","0782587N","VILLIERS-SAINT-FREDERIC","P1315","MATH.SC.PH","LYC","VIOLLET-LE-DUC",101,"VILLIERS ST FREDERIC","LYCEE VIOLLET-LE-DUC",24,58,86,NA,31,NA,NA,NA,NA,199,"79","91","90",".","94",".",".",".",".",89,"88","90","92",".","92",".",".",".",".","91","92","92","93",".","91",".",".",".",".","92",3,NA,NA,NA,NA,NA,NA,241,187,74,74,70,90,"89","89"
"430","0782593V","SAINT-CYR-L'ECOLE","P0210","LET.HIS.GE","LP","JEAN PERRIN",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","0782593V","SAINT-CYR-L'ECOLE","P6500","ARTS APPLI","LP","JEAN PERRIN",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","0782593V","SAINT-CYR-L'ECOLE","E0030","EDUCATION","LP","JEAN PERRIN",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","0782593V","SAINT-CYR-L'ECOLE","P8013","ECO.GE.VEN","LP","JEAN PERRIN",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","0782593V","SAINT-CYR-L'ECOLE","L1900","E. P. S","LP","JEAN PERRIN",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","0782593V","SAINT-CYR-L'ECOLE","P0222","LET ANGLAI","LP","JEAN PERRIN",256.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","0782602E","LE CHESNAY","P0210","LET.HIS.GE","LP","JEAN MOULIN",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","0782602E","LE CHESNAY","P0222","LET ANGLAI","LP","JEAN MOULIN",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","0782603F","VERSAILLES","P8013","ECO.GE.VEN","LP","JACQUES PREVERT",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","0782603F","VERSAILLES","P7200","BIOTECHNOL","LP","JACQUES PREVERT",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","0782603F","VERSAILLES","L1900","E. P. S","LP","JACQUES PREVERT",101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","0782822U","LA CELLE-SAINT-CLOUD","E0030","EDUCATION","LYC","PIERRE CORNEILLE",97,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"442","0782822U","LA CELLE-SAINT-CLOUD","L1600","S. V. T.","LYC","PIERRE CORNEILLE",198,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"443","0782822U","LA CELLE-SAINT-CLOUD","L1413","SII.SIN","LYC","PIERRE CORNEILLE",236.2,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"444","0782822U","LA CELLE-SAINT-CLOUD","L0422","ANGLAIS","LYC","PIERRE CORNEILLE",225,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"445","0782822U","LA CELLE-SAINT-CLOUD","L8013","ECO.GE.MK","LYC","PIERRE CORNEILLE",72,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"446","0782822U","LA CELLE-SAINT-CLOUD","L1500","PHY.CHIMIE","LYC","PIERRE CORNEILLE",230,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"447","0782822U","LA CELLE-SAINT-CLOUD","L1300","MATHS","LYC","PIERRE CORNEILLE",128,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"448","0782822U","LA CELLE-SAINT-CLOUD","L0202","LET MODERN","LYC","PIERRE CORNEILLE",472,"LA CELLE ST CLOUD","LYCEE PIERRE CORNEILLE",24,68,100,39,NA,NA,NA,NA,NA,231,"83","93","88","90",".",".",".",".",".",89,"91","94","93","96",".",".",".",".",".","93","92","94","92","94",".",".",".",".",".","93",2,NA,NA,NA,NA,NA,NA,340,317,72,73,72,86,"90","88"
"449","0782924E","SARTROUVILLE","L0426","ESPAGNOL","LYC","EVARISTE GALOIS",118,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"450","0782924E","SARTROUVILLE","L0422","ANGLAIS","LYC","EVARISTE GALOIS",111,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"451","0782924E","SARTROUVILLE","L1500","PHY.CHIMIE","LYC","EVARISTE GALOIS",161,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"452","0782924E","SARTROUVILLE","L1000","HIST. GEO.","LYC","EVARISTE GALOIS",52,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"453","0782924E","SARTROUVILLE","L0100","PHILO","LYC","EVARISTE GALOIS",210.2,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"454","0782924E","SARTROUVILLE","L8013","ECO.GE.MK","LYC","EVARISTE GALOIS",304.2,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"455","0782924E","SARTROUVILLE","L8012","ECO.GE.FIN","LYC","EVARISTE GALOIS",49,"SARTROUVILLE","LYCEE EVARISTE GALOIS",47,105,146,137,NA,NA,NA,NA,NA,435,"91","93","95","83",".",".",".",".",".",91,"87","93","90","88",".",".",".",".",".","90","88","93","91","88",".",".",".",".",".","90",2,NA,NA,NA,NA,NA,NA,559,473,78,71,70,91,"87","86"
"456","0783025P","VERSAILLES","O0040","ORIENTAT.","CIO","CIO DE VERSAILLES",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","0783027S","MANTES-LA-JOLIE","O0040","ORIENTAT.","CIO","CIO DE MANTES-LA-JOLIE",300.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","0783028T","SAINT-GERMAIN-EN-LAYE","O0040","ORIENTAT.","CIO","CIO DE ST-GERMAIN-EN-LAYE",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","0783140P","SAINT-CYR-L'ECOLE","E0030","EDUCATION","LYC","MANSART",128,"ST CYR L ECOLE","LYCEE MANSART",15,70,93,52,26,NA,NA,NA,NA,256,"87","86","95","71","85",".",".",".",".",86,"93","94","94","88","92",".",".",".",".","92","93","94","93","88","92",".",".",".",".","92",2,NA,NA,NA,NA,NA,NA,242,245,77,72,72,90,"89","88"
"460","0783140P","SAINT-CYR-L'ECOLE","L0422","ANGLAIS","LYC","MANSART",268,"ST CYR L ECOLE","LYCEE MANSART",15,70,93,52,26,NA,NA,NA,NA,256,"87","86","95","71","85",".",".",".",".",86,"93","94","94","88","92",".",".",".",".","92","93","94","93","88","92",".",".",".",".","92",2,NA,NA,NA,NA,NA,NA,242,245,77,72,72,90,"89","88"
"461","0783140P","SAINT-CYR-L'ECOLE","L1500","PHY.CHIMIE","LYC","MANSART",209,"ST CYR L ECOLE","LYCEE MANSART",15,70,93,52,26,NA,NA,NA,NA,256,"87","86","95","71","85",".",".",".",".",86,"93","94","94","88","92",".",".",".",".","92","93","94","93","88","92",".",".",".",".","92",2,NA,NA,NA,NA,NA,NA,242,245,77,72,72,90,"89","88"
"462","0783140P","SAINT-CYR-L'ECOLE","L0426","ESPAGNOL","LYC","MANSART",204,"ST CYR L ECOLE","LYCEE MANSART",15,70,93,52,26,NA,NA,NA,NA,256,"87","86","95","71","85",".",".",".",".",86,"93","94","94","88","92",".",".",".",".","92","93","94","93","88","92",".",".",".",".","92",2,NA,NA,NA,NA,NA,NA,242,245,77,72,72,90,"89","88"
"463","0783214V","LA CELLE-SAINT-CLOUD","P0222","LET ANGLAI","LP","LUCIEN RENE DUCHESNE",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","0783214V","LA CELLE-SAINT-CLOUD","P4500","G.MECA.ENG","LP","LUCIEN RENE DUCHESNE",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","0783214V","LA CELLE-SAINT-CLOUD","P0210","LET.HIS.GE","LP","LUCIEN RENE DUCHESNE",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","0783214V","LA CELLE-SAINT-CLOUD","P1315","MATH.SC.PH","LP","LUCIEN RENE DUCHESNE",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","0783215W","LE PECQ","L0080","DOC LYCEES","CLG","JEAN MOULIN",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","0783215W","LE PECQ","L1300","MATHS","CLG","JEAN MOULIN",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","0783248G","ACHERES","L1500","PHY.CHIMIE","CLG","JEAN LURCAT",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","0783248G","ACHERES","L1900","E. P. S","CLG","JEAN LURCAT",293.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","0783248G","ACHERES","L0202","LET MODERN","CLG","JEAN LURCAT",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","0783251K","LES CLAYES-SOUS-BOIS","L1000","HIST. GEO.","CLG","ANATOLE FRANCE",101.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","0783252L","LE CHESNAY","L1800","ARTS PLAST","CLG","CHARLES PEGUY",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","0783252L","LE CHESNAY","L1900","E. P. S","CLG","CHARLES PEGUY",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","0783253M","HOUILLES","L0202","LET MODERN","CLG","LAMARTINE",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
